Blog	hat	traffic	begins	yours	tour	expensive	apple	parties	cd	daddy	considered	paying	checking	checked	besides	meal	character	childhood	opinion	animals	interest	rough	threw	rush	prayer	shape	colors	career	effect	marriage	bird	grass	strength	september	visiting	officially	becoming	attempt	film	society	younger	ending	background	milk	bathroom	runs	battle	bridge	period	sold	include	spoke	accept	basically	jesus	bill	island	huh	fake	angry	invited	issue	teach	whose	charge	east	creative	continued	rule	tickets	calm	correct	among	whom	sell	ring	discovered	performance	degrees	concert	base	pure	boss	response	tight	perfectly	folks	jack	honestly	midnight	aside	lake	plain	soft	bye	sand	riding	ordered	laughed	sex	answers	confused	extremely	fans	report	feed	jobs	anniversary	block	solid	blow	signs	musical	cost	nor	goodbye	flat	david	avoid	balance	ha	recommend	airport	joined	trick	progress	ear	via	throwing	evil	bringing	comfort	easter	trips	football	flight	rose	attack	enter	serve	program	lower	member	pretend	aware	forgotten	distance	tall	obvious	gifts	paul	familiar	review	edge	america	houses	likely	seven	worried	disappointed	despite	perhaps	relax	w	security	describe	pushed	offered	shots	topic	odd	damn	grab	annoying	stress	pages	teaching	celebration	giant	hurts	manage	police	bank	sometime	row	adventure	counting	burn	prepare	filling	pushing	understanding	bike	interview	president	visited	normally	holy	accident	suck	dying	typical	cell	plastic	lessons	nobody	guide	female	river	thrown	text	cookies	personally	patient	smaller	waste	french	reminds	impossible	balls	stomach	passion	letters	excitement	artist	streets	inspired	yard	knowledge	ocean	faster	leading	successful	score	ah	smoke	flash	ass	ups	passing	pride	fashion	hardly	camp	thick	blessed	mirror	saved	activity	searching	pressure	product	sigh	wave	catching	degree	wash	fail	leg	dust	central	classic	talks	neighborhood	greatest	included	sets	square	challenge	government	items	highly	grateful	experiences	struggle	plenty	forced	stone	load	bread	upset	signed	parent	drama	routine	drinks	golden	research	account	fault	lying	lift	bet	teachers	rate	painting	fever	personality	oil	complain	burning	education	rolling	walks	thin	garage	expecting	youtube	suppose	downtown	sudden	cutting	driver	option	smiling	sunny	glasses	dishes	thanksgiving	web	tend	library	buddy	granted	session	indeed	pleasure	wise	desire	bite	emotional	match	jumping	toy	quit	heads	someday	traveling	related	jumped	listened	google	screaming	concept	ugly	holds	prayers	cash	decent	sides	forth	conversations	design	toys	gas	minor	van	prefer	info	shake	channel	ignore	shirts	festival	fantastic	lets	cousins	thousand	grace	angel	media	net	videos	bands	model	fighting	wine	selling	boots	freedom	neck	creating	material	nowhere	target	button	content	lyrics	annual	exact	pulling	slide	wrapped	breaks	deserve	drunk	prove	answered	matters	bother	loose	sounded	belly	stands	limited	lonely	swing	hero	boyfriend	concerned	attitude	receive	puts	regret	professional	chest	particularly	shock	george	forgive	fancy	goodness	therefore	split	repeat	raised	popular	risk	climb	returned	clouds	attend	agreed	ability	thus	hated	promised	flower	flies	fed	delicious	directly	proper	tom	stairs	james	egg	pregnant	sadly	hearts	master	plate	remain	eggs	flip	rare	heading	vote	birds	sunshine	diet	audience	groups	hug	curious	rocks	experienced	meat	climbing	fabulous	merry	touched	laundry	truck	continues	mistake	becomes	glory	various	horse	culture	ticket	necessary	express	fallen	press	episode	vs	beer	entry	collection	crap	exercise	presence	released	reaction	male	toilet	humor	california	physical
The Weakest Pen	9	13	3	3	26	17	6	13	4	2	6	8	4	5	3	20	4	4	6	5	2	4	8	5	4	26	8	0	6	5	9	9	0	8	8	6	5	4	5	4	5	1	10	4	28	13	3	14	3	5	5	9	4	18	12	5	3	3	2	11	2	2	5	4	7	9	4	11	1	5	5	4	3	4	8	20	4	1	28	6	1	5	6	3	3	13	30	7	5	7	15	29	7	8	4	2	12	14	8	2	5	14	22	8	8	1	5	10	16	1	8	9	3	8	11	3	18	1	5	7	3	6	21	7	3	13	8	14	5	3	5	6	20	8	8	20	9	7	4	2	4	6	7	0	1	12	5	6	5	18	5	6	4	7	9	2	7	16	12	2	5	1	8	1	13	7	1	8	9	2	3	1	5	3	14	6	5	11	8	2	2	24	7	5	13	9	3	5	1	4	2	5	11	2	10	7	8	2	1	0	10	1	11	9	2	4	4	3	5	2	2	23	3	2	5	0	41	1	11	8	24	1	4	8	2	17	3	48	6	3	7	0	6	3	5	11	2	0	4	2	5	8	18	5	5	2	4	8	5	4	2	8	24	0	6	20	8	1	14	8	2	6	4	48	5	10	2	16	3	10	8	6	16	3	2	2	5	4	4	10	6	8	1	2	1	7	6	8	7	2	4	0	3	1	5	29	8	1	7	5	5	3	5	16	2	4	8	8	4	12	3	6	10	6	3	9	2	1	19	5	7	21	3	1	6	1	6	12	3	6	1	6	4	4	3	4	11	5	12	14	5	10	4	1	24	1	1	10	11	3	5	3	9	4	16	2	4	6	0	8	14	0	5	5	9	3	2	7	3	1	3	1	4	3	3	3	5	4	4	3	8	1	0	2	4	1	11	0	11	6	9	3	5	9	0	6	14	8	3	4	0	9	4	2	2	5	2	0	1	4	1	5	5	8	1	2	17	7	4	6	5	22	6	3	8	4	4	5	3	4	2	4	2	9	1	5	6	8	3	3	28	5	2	20	19	13	11	11	1	2	1	9	5	8	5	8	15	2	5	10	16	7	2	1	6	3	2	1	5	20	9	2	18	6	5	6	5	9	22	1	8	2	9	3	4	1	4	0	8	8	9	0	6	0	1	6	6	8	2	5	3
The Sassy Flip Flop	1	1	0	2	4	2	0	1	2	4	0	1	0	1	1	0	3	1	0	1	0	4	1	1	5	1	3	1	0	5	0	0	2	0	0	4	1	2	2	0	1	1	2	3	1	0	2	2	0	2	1	3	4	1	31	0	0	1	6	1	1	0	13	0	1	7	1	0	4	2	2	2	0	2	2	9	1	0	3	3	1	0	1	9	4	1	0	1	9	1	1	0	1	1	0	4	1	3	5	8	2	0	1	13	4	2	0	1	1	0	1	1	2	1	0	0	0	6	1	1	1	3	0	1	0	0	2	1	2	1	0	4	0	2	40	1	2	3	0	2	9	0	3	3	3	0	0	0	0	4	2	1	3	1	7	1	1	3	1	3	2	0	0	12	0	0	2	0	2	1	1	0	2	5	0	0	4	0	5	4	0	1	1	1	1	0	1	1	2	1	0	3	2	0	2	0	7	1	5	3	6	3	3	2	0	0	1	1	0	1	8	4	1	2	3	0	1	6	0	0	3	9	5	3	0	1	4	1	0	1	1	3	0	2	0	2	0	4	0	3	1	12	1	5	1	2	1	1	1	1	2	7	0	0	1	1	1	0	2	0	0	4	2	0	10	0	2	0	4	7	0	4	3	1	2	0	3	1	0	4	5	1	7	4	3	0	1	1	0	2	1	4	1	8	1	7	1	2	1	3	0	5	2	1	2	3	1	0	0	0	2	1	0	1	1	0	1	0	0	4	5	0	3	1	0	1	1	2	5	0	5	10	1	0	3	2	1	1	1	0	1	4	0	2	0	1	2	2	2	1	2	1	1	1	1	4	0	0	3	0	0	0	3	0	0	0	6	0	4	0	5	0	2	2	0	3	1	0	4	1	2	1	0	0	11	2	0	0	0	0	0	0	0	3	0	2	0	1	2	0	1	0	1	1	1	2	2	2	5	1	2	2	1	4	3	2	0	4	1	1	0	1	2	2	0	7	3	2	1	1	1	0	0	7	2	4	1	0	3	0	8	4	2	8	1	11	0	2	1	8	1	1	2	4	7	1	0	4	0	0	7	1	2	1	2	1	1	1	0	1	1	0	1	0	1	0	0	7	1	1	0	2	1	1	0	1	2	4	1	3	2	4	0	1	2	3	0	0	2	0	1
Bruunski Beats	2	0	2	3	43	0	0	0	47	2	11	3	0	1	1	0	2	1	1	1	3	2	1	1	3	3	0	13	0	2	3	3	0	14	1	6	4	2	33	2	0	4	1	0	0	0	10	1	6	8	6	1	4	1	7	5	1	0	0	4	3	7	0	7	0	6	4	2	1	0	1	1	12	6	6	5	5	6	1	27	1	8	3	2	1	1	1	3	0	9	0	1	0	1	0	1	2	1	1	10	2	2	4	28	0	0	2	4	0	0	2	1	26	0	2	5	0	16	1	1	2	0	0	16	1	1	2	4	0	6	1	0	1	1	0	0	7	5	3	3	0	0	12	0	1	1	0	0	2	0	33	1	4	3	11	0	5	9	0	0	9	8	0	6	1	1	0	4	0	0	0	0	1	0	1	0	0	3	1	0	1	12	2	2	1	0	0	5	1	0	0	0	0	9	4	0	0	3	2	12	2	3	0	0	0	1	3	3	2	2	1	0	0	0	0	0	3	2	3	5	0	5	0	0	9	2	4	0	1	2	2	2	6	6	0	2	5	7	0	1	0	9	1	1	0	1	3	1	1	1	4	2	0	7	0	0	0	2	1	0	2	19	2	2	10	18	3	5	0	5	0	10	0	1	0	2	6	10	0	0	0	9	0	3	0	0	2	1	0	1	0	1	0	0	2	2	1	3	0	0	13	0	6	0	7	16	0	0	1	1	1	1	2	2	0	2	3	0	0	9	0	0	3	2	11	2	5	3	4	2	0	2	0	0	2	3	1	0	3	1	0	1	4	3	1	1	0	3	0	16	1	1	0	0	2	5	7	0	7	3	2	1	1	17	8	1	0	3	0	3	1	2	4	45	0	0	0	4	1	7	0	5	29	4	2	0	1	27	2	1	1	0	0	1	0	6	0	0	2	1	2	3	0	1	7	1	0	12	2	2	2	1	0	1	1	0	1	7	3	0	3	0	2	5	0	4	9	0	0	6	0	0	4	3	4	1	1	3	0	0	0	0	2	12	0	6	1	0	1	0	10	0	5	0	0	9	1	1	0	1	0	12	3	0	1	8	1	0	0	3	1	0	0	1	7	1	1	3	11	4	8	3	1	2	0	5	13	0	0	0	15	1	0	1	146	1	2	0	2	16	1
JeromeProphet	12	71	25	9	19	30	16	15	10	11	46	38	11	16	6	2	33	25	20	21	88	6	3	22	14	26	24	19	118	21	27	27	10	45	20	9	26	61	121	116	20	44	35	6	8	21	11	24	57	41	57	41	51	2	53	51	8	1	49	14	5	47	11	26	39	109	15	48	31	17	5	21	39	27	40	13	41	29	25	7	30	19	3	63	7	16	45	14	18	13	15	18	15	15	7	13	8	19	10	55	24	23	31	27	58	20	36	1	26	4	13	24	6	143	60	49	6	59	22	10	12	12	27	11	4	34	7	46	7	109	16	12	2	0	7	66	15	97	14	18	171	57	35	11	27	21	27	17	55	11	33	11	40	32	224	13	90	37	13	20	182	179	6	66	120	16	6	18	10	18	53	11	8	2	23	22	9	8	40	9	6	152	56	7	21	3	6	25	16	8	8	55	7	47	191	26	6	31	18	5	19	10	66	16	12	6	18	21	11	14	28	4	14	5	26	51	21	12	26	4	10	10	3	7	30	52	11	31	34	19	16	39	24	7	8	35	22	6	3	27	38	11	17	9	6	17	17	26	34	20	25	31	1	49	4	28	7	30	4	46	112	8	4	23	43	68	14	16	31	180	25	47	10	21	24	18	36	10	6	3	10	13	20	3	5	10	17	102	15	20	10	20	10	6	24	16	8	21	300	8	44	46	14	13	12	38	4	53	3	143	8	26	12	11	5	6	2	2	6	24	22	82	22	12	4	45	26	14	31	4	1	15	2	13	10	20	3	6	65	9	15	52	12	12	26	16	8	8	4	12	15	3	34	13	42	12	11	2	5	10	21	15	1	29	8	1	2	58	9	21	89	14	34	16	22	24	22	29	4	59	9	31	27	18	34	2	20	40	20	8	11	17	9	19	22	12	13	4	16	4	9	8	1	16	18	10	6	29	9	48	6	11	16	6	12	8	23	13	67	17	2	21	74	1	6	26	35	50	6	26	147	12	16	53	60	4	19	15	5	21	1	46	16	63	6	36	4	3	29	24	16	23	51	2	3	26	19	61	13	9	8	19	48	1	11	6	24	12	2	3	6	9	2	28	48	13	36	5	74	13	28	10	41	18	20	45	19	8	16	15	23	9	8	23	53	19	47	9	12	28	26
The Dainty Dream, by Mandy Fisher	1	0	0	3	10	4	3	9	3	3	0	0	11	4	4	3	0	0	3	1	1	0	4	4	0	3	49	0	4	0	2	3	0	12	12	2	0	0	5	0	1	3	10	15	3	6	3	4	1	14	1	0	0	2	0	0	10	4	4	1	1	0	1	0	1	0	9	0	0	8	1	0	3	4	13	10	1	0	10	7	4	5	3	0	4	8	0	3	0	1	4	2	5	14	15	2	2	20	0	1	1	0	1	0	0	1	0	17	2	0	2	2	0	3	0	7	1	1	1	0	1	4	0	3	0	3	1	1	0	3	0	2	9	5	0	0	3	1	0	3	1	0	1	0	0	1	1	0	2	8	2	1	31	4	2	4	0	8	0	1	0	0	6	4	0	1	1	0	5	1	0	3	7	1	0	43	1	0	1	0	0	1	3	0	0	7	0	0	4	7	2	0	3	0	1	23	2	0	0	1	1	0	0	1	1	0	8	0	5	0	2	2	1	3	18	0	21	1	0	5	0	1	4	0	7	4	10	1	0	1	3	0	1	0	1	0	1	1	25	0	1	2	0	1	7	3	1	3	4	2	0	1	0	0	11	0	0	0	0	1	6	0	0	4	0	2	0	3	14	0	15	0	0	2	0	3	0	2	0	22	0	8	1	1	1	20	14	1	9	4	0	2	0	0	1	161	0	0	57	1	0	0	6	4	5	2	1	2	0	2	0	6	0	1	0	18	17	2	2	0	0	1	3	0	2	0	0	0	0	8	0	2	1	3	0	0	2	0	1	0	2	2	0	0	2	3	0	3	1	5	0	0	19	7	0	0	15	1	4	3	0	0	9	19	4	0	6	0	0	2	24	2	2	1	4	1	23	5	5	2	0	2	0	1	0	3	0	1	2	0	0	0	5	1	0	1	0	0	0	2	5	0	0	1	0	2	0	2	7	0	2	2	0	0	2	0	0	0	2	0	6	0	0	1	2	0	1	0	1	0	5	1	0	0	0	1	11	1	8	0	71	1	2	0	3	1	17	1	1	0	0	18	0	23	2	0	0	0	5	18	0	0	0	0	3	1	0	7	0	3	1	1	1	0	0	1	0	0	0	2	2	2	1	1	3	1	3	3	5	4	9	0	0	0	0	0	0	2	0	1	0
The Riries	3	3	0	0	1	0	0	3	0	3	2	0	1	6	11	0	0	0	2	2	0	5	1	0	4	1	4	1	0	0	0	0	0	1	5	5	2	3	0	4	2	0	3	0	0	1	0	0	1	0	3	1	0	10	3	0	2	7	0	2	0	0	3	0	2	2	1	2	0	5	1	0	1	3	1	1	1	1	2	9	0	2	1	0	1	4	0	0	7	2	2	6	0	0	7	0	1	0	0	0	0	0	2	3	2	0	4	1	3	1	0	3	0	0	0	6	0	21	4	3	1	1	2	0	6	0	4	1	12	0	0	0	10	4	4	7	0	0	3	1	1	0	1	2	1	0	0	1	1	1	0	0	0	1	3	2	0	2	2	0	2	0	2	1	0	1	1	3	5	1	0	0	1	1	0	1	0	4	0	0	0	1	0	5	1	2	2	2	2	2	0	0	1	2	9	0	0	0	0	2	0	1	0	2	0	1	0	0	1	3	2	4	1	1	0	1	0	1	1	0	3	0	3	5	1	0	4	1	2	0	0	0	1	0	1	0	2	0	1	0	0	0	2	0	3	9	0	3	1	1	1	0	5	0	2	4	0	0	0	0	0	0	0	1	0	0	2	2	0	0	9	0	23	1	0	0	0	1	3	2	2	1	0	0	2	0	1	0	5	1	0	0	0	1	1	1	0	1	0	2	0	0	2	2	1	7	3	6	0	0	0	0	1	0	4	0	0	1	7	1	0	0	0	1	0	0	1	2	0	0	1	3	3	1	0	0	2	2	0	0	0	0	3	1	0	0	7	0	6	0	0	2	0	2	1	2	0	1	2	3	0	1	2	0	0	0	2	0	0	3	2	0	16	0	1	0	0	0	3	0	2	0	0	0	0	3	1	2	3	1	3	1	1	0	0	0	1	0	0	1	0	0	10	0	0	0	1	0	0	2	0	1	1	0	0	1	1	1	0	0	1	5	0	0	0	1	0	1	0	0	0	2	1	0	3	3	0	2	2	3	0	1	1	1	0	0	3	5	2	1	0	0	0	2	0	0	0	5	0	0	0	1	0	2	0	0	1	0	4	0	1	1	2	3	0	0	0	7	0	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	4	1	1	1
The Ruffle Blog - RuffleButts RuggedButts Life and Business	0	0	1	0	0	0	0	3	0	0	2	1	0	1	0	0	0	1	12	0	0	0	0	0	2	0	0	10	0	6	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	3	6	0	0	0	1	0	2	0	1	0	0	0	0	2	3	1	1	1	0	0	6	0	1	1	1	1	0	0	0	0	1	1	2	0	5	2	0	0	3	0	0	2	1	0	0	1	2	0	1	0	1	2	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	1	0	0	2	1	1	0	0	15	0	0	0	0	0	1	1	0	2	2	0	0	0	1	0	0	0	1	0	2	1	0	0	2	0	0	0	0	3	0	1	3	3	1	2	0	7	0	0	0	3	0	1	0	1	0	2	6	0	0	0	0	0	0	0	7	2	1	3	0	1	1	0	1	3	0	1	0	0	3	0	2	0	0	0	14	1	1	0	0	0	1	1	2	3	0	0	0	7	0	0	1	1	1	2	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	5	0	2	1	6	0	1	0	0	1	0	0	0	0	1	2	0	0	1	1	0	0	1	3	0	1	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	3	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	4	0	0	0	3	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	1	0	3	0	0	0	0	0	4	2	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	1	2	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	7	0	0	0	0	0	0	0	2	1	0	3	0	3	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0
O Bicho Preguia	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NallsBlog	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	3	0	0	0	0	2	0	1	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1
{sushicat}	1	15	2	6	14	5	7	2	2	0	5	6	14	13	7	10	9	3	4	19	8	2	10	3	2	6	34	5	4	2	15	11	6	3	12	9	11	18	2	3	1	7	7	2	14	5	2	3	1	11	5	6	2	5	0	0	3	17	1	2	6	2	8	0	10	5	14	4	4	14	11	3	4	1	11	2	5	1	10	15	4	5	10	6	6	16	17	10	19	1	3	18	0	6	1	4	8	1	37	0	6	4	11	2	8	11	8	5	11	1	2	7	3	4	5	9	3	9	4	8	4	4	14	8	2	10	2	2	3	2	5	31	6	9	8	20	0	0	5	7	9	4	2	13	5	4	10	5	10	8	0	15	2	5	7	10	7	5	12	10	0	2	6	3	4	7	4	7	12	8	2	0	2	7	6	0	6	4	13	5	0	6	7	15	14	24	7	4	4	8	4	3	29	5	11	11	12	9	3	3	7	6	3	1	6	2	5	4	26	4	0	18	4	9	4	8	5	5	8	2	1	3	3	7	9	4	5	18	6	6	9	4	0	5	4	1	3	0	3	11	5	5	2	9	1	12	9	11	2	6	8	3	4	2	15	8	7	2	9	5	4	5	2	9	5	12	5	11	11	0	8	1	30	10	2	16	4	5	11	1	3	4	1	6	4	2	4	3	3	2	2	4	3	3	6	23	4	5	3	2	6	1	7	10	2	5	6	0	10	6	1	4	1	11	4	10	0	1	3	2	2	9	12	2	4	6	5	2	13	5	4	0	7	3	4	2	4	11	11	8	6	5	2	8	9	2	3	4	2	1	6	4	47	4	7	5	3	3	6	4	1	4	3	4	49	9	7	7	2	8	1	2	1	1	1	14	1	16	3	9	3	14	0	2	2	0	6	3	4	3	7	5	5	5	1	0	4	3	2	2	7	7	3	4	6	4	3	4	8	8	6	2	2	7	8	2	3	8	44	3	5	11	0	4	6	1	5	1	5	2	16	2	3	5	7	6	10	11	1	5	1	7	6	2	6	2	4	3	4	7	11	1	1	10	3	7	3	5	21	5	8	5	2	7	10	15	10	3	5	8	5	2	10	14	1	3	1	2	4	2	5	7	7	2	4	2	3	7	2	17	5	2	2	3	3	3	3	4	11	9	1
alpha charlie bravo	1	1	6	3	1	5	3	0	13	2	12	8	0	1	18	4	16	3	4	3	17	2	0	3	0	2	0	7	9	13	3	1	2	14	3	10	1	7	22	18	2	5	4	1	0	5	4	1	4	1	6	2	8	7	13	9	0	4	3	1	1	27	0	11	3	2	2	10	14	5	1	5	8	14	2	0	15	21	5	5	3	0	2	7	3	1	1	2	0	5	5	1	0	1	0	1	2	5	0	5	4	2	5	8	11	4	4	4	4	1	2	1	9	3	10	0	2	11	5	1	6	3	1	1	2	3	0	6	2	41	1	1	5	0	11	1	14	9	3	5	12	0	4	6	9	10	3	2	3	1	7	10	3	1	24	0	11	5	0	5	1	44	0	12	8	1	0	6	1	9	6	19	2	2	0	3	0	3	5	1	2	3	6	2	1	2	0	3	2	2	1	6	2	22	56	3	1	6	11	4	1	2	6	3	4	5	3	6	4	2	11	5	4	1	4	6	0	6	4	0	0	4	1	2	11	5	9	0	9	0	2	4	5	2	7	1	1	3	1	1	2	4	4	1	2	0	1	0	5	3	0	14	1	0	2	2	2	5	2	2	3	3	1	3	22	4	1	3	1	48	3	2	0	0	7	1	8	2	3	0	2	1	0	2	1	0	3	2	4	4	2	1	2	1	5	4	1	2	7	2	2	7	2	0	2	0	3	5	19	9	2	5	3	3	0	0	1	2	7	2	4	13	1	1	2	4	2	0	9	4	2	1	0	0	5	8	0	3	14	0	5	5	1	11	2	1	0	5	1	3	3	0	2	2	2	2	3	15	0	1	4	5	2	3	1	0	0	1	4	0	20	3	5	5	2	4	5	3	0	12	0	1	4	3	4	4	14	2	2	0	2	0	1	0	1	1	5	2	6	0	0	2	0	1	0	1	1	5	2	8	3	7	2	2	2	2	8	3	16	1	1	0	8	2	2	3	2	2	0	2	0	11	0	5	6	1	1	1	2	1	2	9	2	6	0	4	0	0	0	1	1	3	5	7	0	3	0	16	0	0	1	14	1	1	1	1	2	2	0	2	3	1	2	3	5	0	5	2	15	0	1	5	9	0	2	11	48	2	1	2	8	2	1	3	5	1	6	0	4	5	3
tomato transplants	14	3	6	11	1	1	7	2	2	40	1	5	1	3	5	7	3	3	0	5	2	2	9	9	2	2	0	1	3	3	10	21	2	1	6	0	1	3	3	1	5	2	2	9	28	21	3	9	4	2	8	4	2	0	5	7	17	7	0	10	9	0	6	4	2	3	5	1	6	1	10	6	1	1	6	3	19	0	12	1	10	3	7	6	4	7	6	6	1	3	4	11	0	12	13	8	1	3	4	0	2	4	1	0	2	4	1	2	6	1	9	1	1	2	1	1	2	6	2	2	6	1	1	4	7	0	6	5	1	5	3	4	4	3	2	10	3	2	2	2	1	2	3	4	4	7	2	7	6	0	5	11	1	10	0	4	6	19	6	3	7	4	3	1	1	2	5	2	3	1	2	14	11	2	2	3	2	0	19	8	3	0	3	3	15	11	2	3	3	2	4	5	3	0	0	4	13	4	3	2	2	1	0	15	5	2	1	6	9	3	1	6	0	9	6	1	9	3	4	2	10	1	5	5	1	0	3	37	2	5	5	0	0	0	17	2	3	6	2	4	3	1	3	5	5	0	4	1	2	5	0	0	6	16	1	4	7	0	4	6	1	4	1	0	1	4	3	3	0	1	4	0	0	2	2	0	1	6	3	8	2	3	5	1	0	2	4	3	1	2	5	3	6	1	1	3	4	1	18	1	1	0	4	22	4	2	1	4	0	3	2	8	11	1	19	13	13	4	0	8	6	4	13	1	3	2	4	0	0	24	0	2	4	24	0	8	2	2	4	11	4	1	11	4	0	6	0	10	1	6	11	2	0	10	8	3	0	4	0	5	1	4	2	3	9	3	2	2	2	1	1	1	1	0	2	5	4	2	7	1	17	2	0	3	2	3	4	3	4	5	9	3	13	4	4	5	0	2	0	4	5	3	10	15	2	0	19	0	7	5	1	0	7	1	1	11	8	4	8	1	5	4	1	3	6	2	5	1	6	7	3	1	8	2	1	3	5	2	4	6	10	2	2	4	25	0	10	13	2	1	2	22	2	11	6	5	5	0	12	0	0	2	1	15	6	4	2	3	9	9	1	3	5	19	2	3	7	0	2	3	0	0	2	3	6	2	2	3	6	2	1	7	0	1	2	2	0	14	0	0	0
